"","Album","Song","Lyrics"
"13","Stoney"," up there "," Woo-ooh-ooh-ooh-ooh Woo-ooh-ooh-ooh-ooh Woo-ooh Woo-ooh-ooh-ooh-ooh Woo-ooh-ooh-ooh-ooh Went and took a ride in the dead of night And told myself that everything’s okay (yeah) Try to understand how you standin' over me And girl, it's drivin' me crazy (yeah) Yeah, it's freezin' fuckin' cold in the dead of night The only heat, it come from the ashtray (yeah) I might as well get high as hell and just keep actin' like Everything doesn't phase me Yeah, take me all the way to the top, baby Don't even if I tell you to stop, baby Take me all the way to the sky, baby, baby I wanna go up there And I don't ever wanna come down I wanna see what's up there Actin' like I got it all figured out I wanna go up there And I don't ever wanna come down I wanna see what's up there Must be better than the hell on the ground Woo-ooh-ooh-ooh-ooh Woo-ooh-ooh-ooh-ooh Woo-ooh Woo-ooh-ooh-ooh-ooh Woo-ooh-ooh-ooh-ooh It's freezin' fuckin' cold in the dead of night And I'ma drop the top with no Rogaine (skrrt, skrrt, skrrt) And now might sound irrelevant but I prefer to stack my chips When everything fallin' (backwoods) And I ain't religious but I look into the sky And pray to anyone holy (anyone holy) I been drinkin' way too much and man I got the blues Because my baby don't hold me Take me all the way to the top, baby Don't even if I tell you to stop, baby Take me all the way to the sky, baby, baby I wanna go up there And I don't ever wanna come down I wanna see what's up there Actin' like I got it all figured out I wanna go up there And I don't ever wanna come down I wanna see what's up there Must be better than the hell on the ground I wanna go up there And I don't ever wanna come down I wanna see what's up there Actin' like I got it all figured out I wanna go up there And I don't ever wanna come down I wanna see what's up there Must be better than the hell on the ground"
"14","Stoney"," yours truly austin post "," I'ma take a Bud Light break, one minute Ah, ah I just came down from the high of my life I just, I just came down from the high of my life See us popping champagne, we could do it all night And if everything gone bad, we gon' make it alright How you expecting them O's when you ain't put in work? And I just got off the phone, yeah, with my realtor And I've been eating so good that, bitch, my belly broke And I might cop that Mulsanne 'cause, bitch, that Bentley talk Put that sauce on that bitch real quick Put that ice on that wrist real slick Girl, I know you know my wallet's real thick And I'm wonderin', wonderin' what you're drinking I just came down from the high of my life I just, I just came down from the high of my life See us popping champagne, we could do it all night And if everything gone bad, we gon' make it alright We don't fucking fuck with y'all, do we? (Do we?) We don't gotta stunt on y'all, do we? (Do we?) Bring that money back to yours truly (truly) When I'm rocking all my goddamn jewelry, yeah Hey, I just hopped out the foreign, looking so pretty, yeah And yeah, that watch on my arm look like a trillion You know that White Iverson, no, keep that jewelry tucked And I just balled out my brain, I feel like Bubba Chuck Girl, I'm zoned out, I feel my Xans Ain't nobody understand It's you and I, go and call your friends Let's get a lot of kerosene You gon' ride that bump-and-grind Yeah, let me see that double-time You ain't gotta tell them hoes because they know, yeah I just came down from the high of my life I just, I just came down from the high of my life See us popping champagne, we could do it all night And if everything gone bad, we gon' make it alright We don't fucking fuck with y'all, do we? (Do we?) We don't gotta stunt on y'all, do we? (Do we?) Bring that money back to yours truly (truly) When I'm rocking all my goddamn jewelry, yeah Tell me, who do you call? (Who you call?) When the night gets long (when the night gets long) And you're sitting by the phone (sitting by the phone) 'Cause all those drugs wore off, whoa I just came down from the high of my life I just, I just came down from the high of my life See us popping champagne, we could do it all night And if everything gone bad, we gon' make it alright High of my life High of my life High of my life High of my life High of my life"
"15","Stoney"," leave "," She said, ""Love me"" so I love her She said, ""Leave me"" so I left Then I went to California And I ain't never comin' back I got a high five from a brother I got bloodstains on the bed And I ain't sayin' that I love her But this bitch is gonna drive me mad I said this bitch is gonna drive me mad (ah-ah-ah-ah-ah-ah) You got just what I been looking for But you can't bring yourself to say no And I ain't never gonna let you go I kept wishing I would die, oh The whole plane ride home And I wish I could I know I should leave you alone I worship since I met you I fell down to my knees And when no one would accept ya Throw myself up on a cross and bleed I seen a dark cloud coming over I seen some evil shit in her head But she rode me like no other But this bitch is gonna drive me mad I said this bitch is gonna drive me mad (ah-ah-ah-ah-ah-ah) You got just what I been looking for But you can't bring yourself to say no And I ain't never gonna let you go I kept wishing I would die, oh The whole plane ride home And I wish I could I know I should leave you alone You got just what I been looking for But you can't bring yourself to say no And I ain't never gonna let you go I kept wishing I would die, oh The whole plane ride home And I wish I could I know I should leave you alone"
"16","Stoney"," hit this hard "," (Ooh, ooh) (Ooh, yeah, yeah) (Ooh, yeah, yeah) I never thought that it would hit this hard (Ooh, yeah, yeah) (Ooh, yeah, yeah) I never thought that it would hit this hard Don't do that, I tell you so Don't overdose, like no, no, no Oh my God, what have you become? The traces of you, no, I can't see them What have you become? What have you turned to? What have you taken? Like someone hurt you You drink that mixture, that shit gon' hit you No, I can't fix you, no, no Oooh, yeah I ran through, yeah I feel a change in the air tonight I saw myself in a different light (Ooh, yeah, yeah) (Ooh, yeah, yeah) I never thought that it would hit this hard (Ooh, yeah, yeah) (Ooh, yeah, yeah) I never thought that it would hit this hard I just keep running and running and running around I never thought that it would hit this hard The feeling is different instead when you wake on the ground I never thought that it would hit this hard I don't know who I was in and I don't know anymore I never thought that it would hit this hard In the city, we sinning, we don’t ever want to come down I never thought that it would hit this hard Me and J take over and we way up Now high above the city of angels Smoke a boge in the sky, pass the fuego I already dropped something in the Faygo Only came to the club 'cause they paid us Take this shit and lemme see what you made of No sleep, little mama, we gon' stay up Vampires on a night in Las Vegas Oooh, yeah I ran through, yeah I feel a change in the air tonight I saw myself in a different light (Ooh, yeah, yeah) (Ooh, yeah, yeah) I never thought that it would hit this hard (Ooh, yeah, yeah) (Ooh, yeah, yeah) I never thought that it would hit this hard I just keep running and running and running around I never thought that it would hit this hard The feeling is different instead when you wake on the ground I never thought that it would hit this hard I don't know who I was in and I don't know anymore I never thought that it would hit this hard In the city, we sinning, we don’t ever want to come down I never thought that it would hit this hard I just keep running and running and running around I never thought that it would hit this hard The feeling is different instead when you wake on the ground I never thought that it would hit this hard I don't know who I was in and I don't know anymore I never thought that it would hit this hard In the city, we sinning, we don’t ever want to come down I never thought that it would hit this hard"
"17","Stoney"," money made me do it "," Good job, First Woah, skrrt, skrrt Diamonds in my chain gold (okay) Every 20 minutes, change clothes (change up) I had a mil before the label (that money) Just as long as they know, money made me do it (they know) I said rest in peace to Bankroll (free) (God bless you) You in a better place, dog (God bless you) You won't ever see me lay low (they know it) Start the engine, watch me take off, money made me do it (skrrt, skrrt) I said, yeah, I said money made me do it (money, money, money, money, money) I said, yeah, I said money made me do it (money, money, money, money, money) Watch me, yeah, I said money made me do it (money, money) I said, yeah, I said money made me do it Take a ride when we wake up Hit the gas, melt your face off (your face) Spend the day counting cake up With a dime who think I changed up (I changed up) I took the Lincoln down Rodeo (skrrt, skrrt) Ran through it like some Drano (ooh, ooh) Lot of bags, can't complain though (no, no) We was shopping until they closed Why did I do that? Did I do that? Ooh, yeah (uh) New whip, now I can't pay my rent, ooh no, ooh yeah Diamonds in my chain gold (okay) Every 20 minutes, change clothes (change up) I had a mil before the label (that money) Just as long as they know, money made me do it (they know) I said rest in peace to Bankroll (free) (God bless you) You in a better place, dog (God bless you) You won't ever see me lay low (they know it) Start the engine, watch me take off, money made me do it (skrrt, skrrt) I said, yeah, I said money made me do it (money, money, money, money, money) I said, yeah, I said money made me do it (money, money, money, money, money) Watch me, yeah, I said money made me do it (money, money) I said, yeah, I said money made me do it (Yeah, 2 Chainz) Got a bandana 'round my neck Like Bankroll Fresh (free) Pocket full of street money (street) 'Bout to count my blessing (street) One hundred, one thousand 100K, one million (uh) We smoke, we laugh, we rap We talked about a vision (switch it up, haha) I got diamonds like a rainbow, every time I change clothes Shawty fucked my friend but I act like I ain't know I'ma buy a raincoat, the storm might approach you Clown like your daddy met your mom at a circus I do it on purpose, do it for the neighborhood Smoking on that Meagan Good, with my niggas when I do it Got that leather and that wood, I got the marble on the floor Got the burglar bars on the door at the bando Diamonds in my chain gold (okay) Every 20 minutes, change clothes (change up) I had a mil before the label (that money) Just as long as they know, money made me do it (they know) I said rest in peace to Bankroll (free) (God bless you) You in a better place, dog (God bless you) You won't ever see me lay low (they know it) Start the engine, watch me take off, money made me do it (skrrt, skrrt) I said, yeah, I said money made me do it (money, money, money, money, money) I said, yeah, I said money made me do it (money, money, money, money, money) Watch me, yeah, I said money made me do it (money, money) I said, yeah, I said money made me do it"
"18","Stoney"," feeling whitney "," I've been looking for someone... Ooh, ooh, ooh, ooh, ooh, ooh-ooh Ooh, ooh, ooh, ooh, ooh, ooh-ooh Ooh, ooh, ooh, ooh, ooh, ooh-ooh, ooh And I've been looking for someone to put up with my bullshit I can't even leave my bedroom so I keep pouring And I ain't seen a light of day since, well, that's not important It's been long And I was feeling Whitney, me and my homies sip the Houston Cars and clothes, thought I was winning, you knew I was losing You told me to wake up but my clock always stays on snooze And I'm done To each their own and find peace in knowing Ain't always broken, but here's to hoping Show no emotion, against your coding Just act as hard as you can You don't need a friend Boy, you're the man Ooh, ooh, ooh, ooh, ooh, ooh-ooh Ooh, ooh, ooh, ooh, ooh, ooh-ooh Ooh, ooh, ooh, ooh, ooh, ooh-ooh, ooh And I've been looking for someone that I can buy my drugs from It seems like every plug ran east to Utah, became Mormons Drought comes around, feels like I have no one to depend on Sober, ugh I had 80 beers on Tuesday night, I had nothing to do then I put on a little Dwight and sang a happy tune And lit a cigarette, stepped out the door, had an appearance Drank more To each their own and find peace in knowing Ain't always broken, but here's to hoping Show no emotion, against your coding Just act as hard as you can You don't need a friend Boy, you're the man Ooh, ooh, ooh, ooh, ooh, ooh-ooh Ooh, ooh, ooh, ooh, ooh, ooh-ooh Ooh, ooh, ooh, ooh, ooh, ooh-ooh, ooh"
"19","​beerbongs & bentleys"," paranoid "," Never know when someone comes and tries to take my life I've been sleepin' with the .45 like every night In the whip I pray to God I don't see flashin' lights God damn, they right behind me And I wake up everyday I wake up every day with this anxiety And they know where I stay Got ""Malone"" on my plates And they followin' me Two hundred bands under the floor of the kitchen A little more up in the walls and the ceilin' Even family and friends started switchin' Ever since I got that check, seen 'em itchin' Eyes open, I see you, I'm watchin' you More people wanna be you, don't trust no one Tell me why I can get no relief (I can't get no sleep) Wonderin' when they'll come for me A paranoid man makes paranoid plans I do what I can, but it's out of my hands Strugglin' just to find my peace Sometimes feel like I got no friends Can't trust a soul, like I'm Snowden Right by the bed, keep it loaded Lord have mercy if they broke in I don't ever sleep, yeah, I'm wide awake If you try to pull up to my place Beam is gonna hit you a mile away I promise, one of us gonna die today Helicopters in the sky No, he can't escape the eyes Politicians and the lies Tell me, what's the point in pickin' sides? Tell me why I can get no relief (I can't get no sleep) Wonderin' when they'll come for me A paranoid man makes paranoid plans I do what I can, but it's out of my hands Strugglin' just to find my peace (Ayy) Mind is runnin' all day Cost me more than money and I'm payin' the price, yeah I ain't goin' nowhere Killin' myself so I can make me a life, yeah Minute after minute, never had a limit Woke up every mornin', knew that I just had to get it Windows always tinted, you ain't lookin' in it Either way, I know they'll come for me again Tell me why I can get no relief (I can't get no sleep) Wonderin' when they'll come for me A paranoid man makes paranoid plans I do what I can, but it's out of my hands Strugglin' just to find my peace"
"20","​beerbongs & bentleys"," spoil my night "," I don't have much to say, I'll be out front Won't you come spoil my night? Feelin's come into play and I'm thinkin' this happens every time Spoil my night, spoil my night Spoil my night (My night) Spoil my night, spoil my night My necklace has a natural glow She dancin' in the strobe Let's fuckin' spoil my night (Spoil my night) Spent so much cash, I lost her My cup was too toxic I took the robe off (Yeah) I couldn't get her off me Dropped plenty money on her thighs There's plenty room in my ride I've never been like a small fry She took me in, that's on my life Spoil my night, spoil my night Spoil my night (My night) Spoil my night, spoil my night I don't have much to say, I'll be out front Won't you come spoil my night? (Spoil my night) Feelin's come into play and I'm thinkin' this happens every time Yeah, when I walk up in a party, they all act like they know me Then I spotted lil' mama through the wall of jabronis (Ooh) Point her out so I can bag her if they just bring her to me (bring her to me) I ain't even see the face, but she got beautiful boobies (Wow) And she see those diamonds in my teeth (In my teeth) I see her smilin' back at me (Back at me) I think she rock with me like Jumanji (Jumanji) It's about time, Postmate Plan B Now she whippin' out her phone and I know (And I know) Damn, how many videos you gon' post? Everybody on the 'Gram gonna know My girl at home now my line about to blow (Yeah) I know what I'm doin' ain't right But ain't no need to spoil my night, no need, no need Spoil my night, spoil my night Spoil my night (My night) Spoil my night, spoil my night I don't have much to say, I'll be out front Won't you come spoil my night? (Spoil my night) Feelin's come into play and I'm thinkin' this happens every time (Yeah) Spoil my night, spoil my night Spoil my night, spoil my night Spoil my night, spoil my night"
"21","​beerbongs & bentleys"," rich sad "," Hundred thousand for the chain and now my drop (drop, drop) When I pull out the garage, I chop my top (top, top) Just like a fiend, when I start I cannot stop (whoa) I got, I got hella guap, look at me now (at me now) Ooh, covered in carats, ooh, mahogany cabinets Ooh, I ball like the Mavericks, ooh, stable and stallions Ooh, massive medallions, ooh, I finally had it Ooh, but then you just vanished, damn, I thought I was savage All this stuntin' couldn't satisfy my soul (-oul) Got a hundred big places, but I'm still alone (–one) Ayy, I would throw it all away I just keep on wishin' that the money made you stay You ain't never cared about that bullshit anyway I just keep on wishin' that the money made you stay, ayy You know I would throw it all away I just keep on wishin' that the money made you stay Price went up, my price went up, we went our separate ways I just keep on wishin' that the money made you stay, ayy, ayy Buy me love, tried to buy me love Now I'm alone, Ice Box, Omarion (ooh) Plenty sluts grabbin' on my nuts (woah) Might have fucked, it was only lust (trust) I was livin' life, how could I have known? (could have known) Couldn't listen to advice 'cause I'm never wrong (oh) In the spotlight, but I'm on my own (oh) Now that you're gone (now that you're gone) All this stuntin' couldn't satisfy my soul (-oul) Got a hundred big places, but I'm still alone (–one) Ayy, I would throw it all away I just keep on wishin' that the money made you stay You ain't never cared about that bullshit anyway I just keep on wishin' that the money made you stay, ayy You know I would throw it all away I just keep on wishin' that the money made you stay Price went up, my price went up, we went our separate ways I just keep on wishin' that the money made you stay, ayy, ayy I don't even wanna go home In a big house all alone (alone) I don't even wanna go home (no, no, no) But I'ma try to call you on the phone Brrt I would throw it all away I just keep on wishin' that the money made you stay You ain't never cared about that bullshit anyway I just keep on wishin' that the money made you stay (made you stay) ayy You know I would throw it all away I just keep on wishin' that the money made you stay (made you stay) Price went up, my price went up, we went our separate ways (separate ways) I just keep on wishin' that the money made you stay (made you stay) ayy, ayy"
"22","​beerbongs & bentleys"," zack and codeine "," Man, my life so sweet, I feel like Cody (Cody) I wake up, rinse my mouth with fuckin' codeine (codeine) Thirty bottles, yeah, the bill is on me (on me) Been livin' fast, no, I can't take it slowly (slowly) Man, my life so sweet, I feel like Cody (Cody) I wake up, rinse my mouth with fuckin' codeine (codeine) We on a bender, we ain't gettin' no sleep (no sleep) We turned the hotel lobby to a party I'm whippin' a foreign, I can't whip no Beetle (can't whip no Beetle, can't whip no Beetle) I rock that Saint Laurent over my beater (over my beater) I like to stunt like I'm Evel Knievel (ooh) But, it don't mean nothin' without all my people (oh) When I step up on stage, hands up to the sky (hands up to the sky) Every little thing I do, they always analyze (they always analyze) Gave that bitch a little blow and then she come alive (ooh, wow!) Started dancin' on the table, like she had on mine (yeah) I don't fuck with nobody (no), yeah, you hardly know me (oh) What you take me for (take me for), no, I can't save your soul (oh) I don't fuck with nobody, yeah, you hardly know me (you don't know me, know me) Please just leave me alone Man, my life so sweet, I feel like Cody (Cody) I wake up, rinse my mouth with fuckin' codeine (codeine) Thirty bottles, yeah, the bill is on me (on me) Been livin' fast, no, I can't take it slowly (slowly) Man, my life so sweet, I feel like Cody (Cody) I wake up, rinse my mouth with fuckin' codeine (codeine) We on a bender, we ain't gettin' no sleep (no sleep) We turned the hotel lobby to a party Made a hundred bands, saw all your hands out (all your hands out) No, my friend, can't do no handouts (do no handouts) All these rappers, all sound the same now (sound the same now) Sayin' I'm to blame, now y'all see me on the TV (ooh) Multimillionaire by the time I'm 23 (ooh) Gettin' no sleep (no), ragin' for a week (ooh) I hit number one and I ain't even hit my peak (ahh) I just had to tell 'em I don't fuck with nobody, yeah, you hardly know me What you take me for, no, I can't save your soul I don't fuck with nobody, yeah, you hardly know me (hardly know me) Please just leave me alone (leave me alone) Man, my life so sweet, I feel like Cody (Cody) I wake up, rinse my mouth with fuckin' codeine (codeine) Thirty bottles, yeah, the bill is on me (on me) Been livin' fast, no, I can't take it slowly (slowly) Man, my life so sweet, I feel like Cody (Cody) I wake up, rinse my mouth with fuckin' codeine (codeine) We on a bender, we ain't gettin' no sleep (no sleep) We turned the hotel lobby to a party We ain't sleepin', we ain't sleepin', we ain't (we ain't sleepin', we ain't sleepin') We ain't sleepin', we ain't sleepin' tonight (no) We ain't sleepin', we ain't sleepin', no way (oh, yeah, we ain't sleepin',) Pour that drink, 'cause we ain't sleepin' tonight (no)"
"23","​beerbongs & bentleys"," takin shots "," Drinkin' all night, but we ain't done yet (yet) Waitin' on the plug, but he ain't come yet (yet) Still need somethin'? Put your bank on it (bank on it) Got a big bag with a Bape on it (Bape on) Party ain't over if they say somethin' (say somethin') No sleep 'til I've seen three suns (three suns) Party gon' end with a threesome (threesome) Raw dog, prolly have three sons Chasin' the Perc' with some Buddy, that shit never lets me down (uhm) They go to work for some money, we make it from actin' out (uhm) Grrrrrah, we takin' shots right now (shots right now) Grrrrrah, yeah, we takin' shots right now (shots) See me in a 'Rari goin' vroom-vroom (skrrt skrrt) Sexy motherfucker in a cartoon Saint Laurent, 40, on a new suit Sippin' Bud Light, that's a new cruise Baby, bust it open like woo-hoo The diamonds got cut like a boo-boo Pockets so fat, rock a muu-muu Me and Dre came for the pum pum Drippin', drippin', drippin', women tryna take my millions Help my bro with an assist I'm Jason Williams (like somethin' oh) Heard that there's a party, I might pay a visit (visit) That's a moment, hopped out frog like ribbit, ribbit (skrrt) Drunk when I walked in the door, so fuckin' high like, ""Hello"" I told her pour me some more, then she went right for the blow (the blow) 30 more girls wanna roll, let's get this bitch on the road (on the road) Already losin' control, this is the life that we chose Drinkin' all night, but we ain't done yet (yet) Waitin' on the plug, but he ain't come yet (yet) Still need somethin'? Put your bank on it (bank on it) Got a big bag with a Bape on it (Bape on) Party ain't over if they say somethin' (say somethin') No sleep 'til I've seen three suns (three suns) Party gon' end with a threesome (threesome) Raw dog, prolly have three sons Chasin' the Perc' with some Buddy, that shit never lets me down (uhm) They go to work for some money, we make it from actin' out (uhm) Grrrrrah, we takin' shots right now (shots right now) Grrrrrah, yeah, we takin' shots right now (shots) Frontin' on me, but you love it (love it) Tryna act like you above it ('bove it) Dad bod know you wanna rub it (rub it) Have you ever done it in public? Sippin' all night, let it rotate Baby, just for the night, you my soulmate Mixin' vodka with the champagne Tell me how much liquor can a man take How many records have I sold? I don't even know, can't keep count (nope) You know that I've been on a roll Celebratin' life when I come around (come around) Sippin' all night, sippin' all day Brought the beerbong out like a tailgate Holdin' big words that I can't say Got me speakin' drunkanese, can you translate? Drunk when I walked in the door, so fuckin' high like, ""Hello"" I told her pour me some more, then she went right for the blow (the blow) 30 more girls wanna roll, let's get this bitch on the road (on the road) Already losin' control, this is the life that we chose Drinkin' all night, but we ain't done yet (yet) Waitin' on the plug, but he ain't come yet (yet) Still need somethin'? Put your bank on it (bank on it) Got a big bag with a Bape on it (Bape on) Party ain't over if they say somethin' (say somethin') No sleep 'til I've seen three suns (three suns) Party gon' end with a threesome (threesome) Raw dog, prolly have three sons Chasin' the Perc' with some Buddy, that shit never lets me down (uhm) They go to work for some money, we make it from actin' out (uhm) Grrrrrah, we takin' shots right now (shots right now) Grrrrrah, yeah, we takin' shots right now (shots)"
"24","​beerbongs & bentleys"," rockstar "," Hahahahaha Tank God Ayy, ayy I've been fuckin' hoes and poppin' pillies Man, I feel just like a rockstar (Star, ayy, ayy) All my brothers got that gas And they always be smokin' like a Rasta ('Sta) Fuckin' with me, call up on a Uzi And show up, man, them the shottas ('Tas) When my homies pull up on your block They make that thing go grrra-ta-ta-ta (Ta, pow, pow, pow, ayy, ayy) Switch my whip, came back in black I'm startin' sayin': ""Rest in peace to Bon Scott"" (Scott, ayy) Close that door, we blowin' smoke She ask me light a fire like I'm Morrison ('Son, ayy) Act a fool on stage Prolly leave my fuckin' show in a cop car (Car, ayy) Shit was legendary Threw a TV out the window of the Montage Cocaine on the table, liquor pourin', don't give a damn Dude, your girlfriend is a groupie, she just tryna get in Sayin', ""I'm with the band"" (Ayy, ayy) Now she actin' outta pocket, tryna grab up on my pants Hundred bitches in my trailer say they ain't got a man And they all brought a friend (Yeah, ayy, ayy, ayy) I've been fuckin' hoes and poppin' pillies Man, I feel just like a rockstar (Star, ayy, ayy) All my brothers got that gas And they always be smokin' like a Rasta ('Sta) Fuckin' with me, call up on a Uzi And show up, man, them the shottas ('Tas) When my homies pull up on your block They make that thing go grrra-ta-ta-ta (Ta, pow, pow, pow) I've been in the Hills fuckin' superstars Feelin' like a popstar (21, 21, 21) Drankin' Henny, bad bitches jumpin' in the pool And they ain't got on no bra (Bra) Hit her from the back, pullin' on her tracks And now she screamin' out, ""¡No más!"" (Yeah, yeah, yeah) They like, ""Savage, why you got a twelve car garage And you only got six cars?"" (21) I ain't with the cakin', how you kiss that? (Kiss that?) Your wifey say I'm lookin' like a whole snack (Big snack) Green hundreds in my safe, I got old racks (old racks) L.A. bitches always askin', ""Where the coke at?"" (21, 21) Livin' like a rockstar, smash out on a cop car Sweeter than a Pop-Tart, you know you are not hard I done made the hot chart, 'member I used to trap hard Livin' like a rockstar, I'm livin' like a rockstar (Ayy) I've been fuckin' hoes and poppin' pillies Man, I feel just like a rockstar (Star, ayy, ayy) All my brothers got that gas And they always be smokin' like a Rasta ('Sta, yeah, yeah, yeah, yeah) Fuckin' with me, call up on a Uzi And show up, man, them the shottas ('Tas) When my homies pull up on your block They make that thing go grrra-ta-ta-ta (Ta, grrra-ta-ta-ta-ta) Star, star, rockstar, rockstar, star Rockstar Rockstar, feel just like a rock... Rockstar Rockstar Rockstar Feel just like a..."
